pubkey,TotalRewards,communitypropcreatorpassed,depositedvotes,alltimerewards,base_elgible_level,is_elgible,totalproposalparticipation,VotingReward,CallRewards,RaffleReward,CreationRewardCapped,totalproposalscreated,councildepositedvotes,unstakedvotes,firstparticipationdate,lastparticipationdate,totalvotes,totalvotesfor,totalvotesagainst,totalcouncilvotes,totalproposalsfor,totalproposalsagainst,totalcouncilproposalscreated,councilpropcreatorpassed,totalcouncilvotesfor,totalcouncilvotesagainst,rewards
W9N49X5Fg629TEtQZuEo88M5Vj4DbM9DTz6nCW93izJ,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GSzMEHSSk9BHjymGt6zXWsKSAFeVryuw13pazARcBMb5,0,0,6500,2793,1955.1,TRUE,0,,,,,0,0,4665,null,null,0,0,0,0,0,0,0,0,0,0,0
DAEDx7zcVf2dHnQ3QJcm3m7ntQW2QBKQceBWuTMB2HrD,0,0,1,360,252,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
JAcKQUTAwpcVn8pBR3xhpNdZQbL8wz4YmTKEK1yoGZHf,0,0,5650,1370,959,TRUE,0,,,,,0,0,2900,null,null,0,0,0,0,0,0,0,0,0,0,0
9imB92RMXqakDKshWMehQRiebD4EoDNkJYtuJLsY7fyF,0,0,0,3358,2350.6,FALSE,0,,,,,0,0,33,null,null,0,0,0,0,0,0,0,0,0,0,0
AudQEp6AtnmxfvjMZeVnr9Q8Ko34TbMLr4KYLhdzFtzf,0,0,0,1375,962.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
ApB2Vz6uT36B4nChdrSwresQqB2rPwys2FQ4qgijEyAU,0,0,0,1020,714,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8szuzs4TcqbQxYtGz6iaGdG8HaGx8XR3bA5ED2efgkqv,0,0,0,7890,5523,FALSE,0,,,,,0,0,54,null,null,0,0,0,0,0,0,0,0,0,0,0
4c7UFvZJa1BBV5mnAzv7bYRBgewQBqXTaMkxPFjgvAd7,0,0,0,6165,4315.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8MCp6nFhZxQ2qZKE6GNuUJN6DyYt34YHFLMeuue5wPcB,0,0,0,1050,735,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5ZSvK4jAkW2dNuG2cowPPQjdruZWtqW7pCXgMHR4VeB7,0,0,0,76217.500001,53352.250001,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7vsh7hJYqvQczsocU3gaxCj5CRLHV82H5izomHhHsTTP,0,0,0,11858,8300.6,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9XadRpBF3AgTmXpqV4rtDQruQkgfrS3qLWM2a74PW4oq,0,0,9416,5340,3738,TRUE,0,,,,,0,0,4665,null,null,0,0,0,0,0,0,0,0,0,0,0
EAgfwtbjMpWSd51ZFbR7vJ6Aeqje7r6dWbGNgP9iz1oa,0,0,0,5090,3563,FALSE,0,,,,,0,0,141272,null,null,0,0,0,0,0,0,0,0,0,0,0
3bMUvdjeaqmvtM1NvzAxV9h4yxNDSJj55kYdVHXcDtZi,0,0,0,5235,3664.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5Tb4pJpx16pn2pf5XoJkNdmLxneUpEhKpRU1EHZbTxkJ,0,0,1363,30408,21285.6,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3ieBTupckUZa2TCWbXX5rFkeVmsDPcoQMazTQP6kLisg,0,0,109646,8178,5724.6,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8zbC1cAGZJd1ucXfNufkqBasvQaCDSb5Sx294tWHKL2,0,0,8023,1970,1379,TRUE,0,,,,,0,0,5520,null,null,0,0,0,0,0,0,0,0,0,0,0
ALuztEgy2uszZDCsf14afUZcAQj15mJLfiJL8B3W9Hxs,0,0,1,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FnBpFq7Kf2vZrTx9Bxo3j7HMQVRoW1QefG968cfb7frR,0,0,0,1835,1284.5,FALSE,0,,,,,0,0,1,null,null,0,0,0,0,0,0,0,0,0,0,0
H14gzn6mMyTBJLgr2JmFaLn5mWkQHM3hGJXj3xhTb1Cs,0,0,0,26885,18819.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BcgYRPQC4mE3e195FmTx4mspmGbDx5xdcdKuLwNG89ov,0,0,691924,499141.109954,349398.776968,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
HA7WVkEXFpdBGZVK76Hene1tv7rFWwYgesVWtTDdcJLm,0,0,26,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6sg3N9iZw5wQgMvNmuK8QyojsLJaUw7pW7KUKPKvuic,0,0,30596,8415,5890.5,TRUE,0,,,,,0,0,54361,null,null,0,0,0,0,0,0,0,0,0,0,0
CqZUSsbtVm3UebTovRHVomWjkwMnjvrvFaV2hGyqNE5C,0,0,0,865,605.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
HxuLXEJuG4MzJanfto1sW32iTnww5i6PM48XsWLtqj9,0,0,1,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CWvWQWt5mTv7ZxUxQCcYWLadhkRrVAdkpy1n65yBSfqw,0,0,2279,150,105,TRUE,0,,,,,0,0,5905,null,null,0,0,0,0,0,0,0,0,0,0,0
G9ZUtLKZj6twzutMS1QPYSLoxSvAu4qZpNpBxqFLv2Er,0,0,27866,2005,1403.5,TRUE,0,,,,,0,0,4900,null,null,0,0,0,0,0,0,0,0,0,0,0
5gC4hXVJXZiKUNqzjt7nbra2G6AT6XseupQfTHHBF9Tu,0,0,0,110142,77099.4,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DfBkSs751F9sMueh97ZNyiBBY2AjZf3A7zzGYvg8hgtX,0,0,0,8560,5992,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
D8quLVQiJBJTWhFyLXACxAj6dDe8kZQaT5KCXDkHSFF,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3nryBDu2hqmpyAjssubxVda3Si1QAfA9yEAFAdV4TQop,0,0,46,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6qWP977HvKLis7hkZdSGgsn35yUGk5FS9SUnAgLJfojn,0,0,0,1105,773.5,FALSE,0,,,,,0,0,5846,null,null,0,0,0,0,0,0,0,0,0,0,0
GfLmR62rWWswSr3QZkJRgCpg9sRvz7X4uWZkdVsgxQuZ,0,0,0,42179,29525.3,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6B8U5vgfdbrkAXXXx3N8NmdLq5wxgt74fjAqoHi3rydK,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6FMao8TDrHjTkTCLHutFNFzxdj2ND75WC3425pHVpz5k,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DGSUW7WdinzapNgdikmcopKdBzK7C23qqBbZkDtiL3Tc,0,0,0,5560,3892,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BQ4N9WsL8omsYHQdf4xrwQmMdjc4hdTLrSf4RCEKHzYf,0,0,39040,4720,3304,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2F4BxHi7KNgoX6TQqCu2tqhWEJiJHqPGepZWxY7Nn5JK,0,0,0,890,623,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CyNCEX5N65vWDfmt2KMYH1UBQFXDjsJw6yMXs6aXzh2t,0,0,1352,2609,1826.3,FALSE,0,,,,,0,0,2609,null,null,0,0,0,0,0,0,0,0,0,0,0
Ai5mecszgv7YdRBnD1ZuwaaWk7Hnj3oBLeK2yhA3SbgE,0,0,7485,4870,3409,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Fd1UotedJbfuspoYKjrGgkExwzsszQPgbYJD3Hu8MZSn,0,0,10536,7307.5,5115.3,TRUE,0,,,,,0,0,2900,null,null,0,0,0,0,0,0,0,0,0,0,0
FDXUDFHyERZWHBC3VvX8BEPmL2bQ3YvDKaaoe52oCKau,0,0,0,710,497,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
E9gTcqPYkvN2bW6znLQn8UuoVu1cKrUAzCLjM3UU5j8Z,0,0,33,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5JCoYYZanEPaCFZwvC33DW9txmzbk1jbaDRTSRCED7uM,0,0,0,225,157.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
81NMR1peytqNdkW5ZBpTiSW3qUXSA8riDUuodYgZufyv,0,0,0,3301.6,2311.1,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
EVa7c7XBXeRqLnuisfkvpXSw5VtTNVM8MNVJjaSgWm4i,0,0,13793,460,322,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3s6VUe21HFVEC6j12bPXLcrBHMkTZ66847853pXWXspr,0,0,17205,2270,1589,TRUE,0,,,,,0,0,4365,null,null,0,0,0,0,0,0,0,0,0,0,0
31oUjo2Z9HafY2nzfBUpavXazEgmAvBH8HMS7vgb8Kbd,0,0,0,16745,11721.5,FALSE,0,,,,,0,0,26,null,null,0,0,0,0,0,0,0,0,0,0,0
46uY7ukjXNMKAKx2bQYSFF2CFNYo8KWpLkebL5F6NtrN,0,0,318,4405,3083.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
AHsp4KBuxRDeCJ6788KjqMAzBqmWuh646gG6EVei5RfJ,0,0,0,2824,1976.8,FALSE,0,,,,,0,0,39518,null,null,0,0,0,0,0,0,0,0,0,0,0
3vuCFLbVWsNeWgyxkb2xiLQuxKDW83HWiTMmodT8gmtk,0,0,7733,0,0,TRUE,0,,,,,0,0,465,null,null,0,0,0,0,0,0,0,0,0,0,0
6TKwaZCaGZLmZCNSzmaz8q2aTtNTvUydNg6f81urnBcF,0,0,47668,4867,3406.9,TRUE,0,,,,,0,0,11676,null,null,0,0,0,0,0,0,0,0,0,0,0
6zAES3SRAsnxrBWcnwxXkBBveCDjqdB3u2DZk6rfoU4h,0,0,0,13739.5,9617.7,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3Q1GEKDqv33Y8fHwc8WE6AjYwujoosrjLM1tpHLwLsjD,0,0,0,2005,1403.5,FALSE,0,,,,,0,0,29797,null,null,0,0,0,0,0,0,0,0,0,0,0
3UZr12QqZF9aHH1t6BzmghjYaJ7k8z9Jijp2VzdYX1Vm,0,0,374435,46063.109999,32244.176999,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,5263
2Jm2SUuc7G1XqxXx9wCJ9yWsnmw2H3o6eVPmi3sBBPaL,0,0,0,16554,11587.8,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CnaSrh24JwGiLTJQZAdYEoVu8nnAHggK2eoJPRUfroEf,0,0,2252,150,105,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7zaKp2LGwhhBdj91Y9UbLftFSvif8tN8jP4dseV1rFeZ,0,0,0,3533,2473.1,FALSE,0,,,,,0,0,148076,null,null,0,0,0,0,0,0,0,0,0,0,0
5V1VzNTvkxZsiJafg38d9UVAhaTpcywCi2dUXTtt91Xm,0,0,0,170,119,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
GryCY2q2uSJEL783nW9w48rXb4x9q9irFsLAqaPzkmWb,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BUBhnmJrnFdUjBHfRZmhvSnGrjWXfxR72HukDUejhSdd,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DWoCVJgBKrCJJLmw9dvJkzEhXr2CLNaXz5TxcuYzAyTA,0,0,0,115,80.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FfHVSbURtYEsXxVBHLYvQEHkpX3KTL8wgJzs5dhxFmYE,0,0,0,0,0,TRUE,0,,,,,0,0,17,null,null,0,0,0,0,0,0,0,0,0,0,0
GH6FqGgFbdeYHiTXqVxdxKWY6YBA1pUSw5viiMWNfUSa,0,0,0,0,0,TRUE,0,,,,,0,0,443,null,null,0,0,0,0,0,0,0,0,0,0,0
5dM6X7DVy28oznuB7mhJjdDNte6mcTZ31HLF7DqFDGsR,0,0,3949,10115,7080.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
48V9nmW9awiR9BmihdGhUL3ZpYJ8MCgGeUoSWbtqjicv,0,0,2451,50,35,TRUE,0,,,,,0,0,2987,null,null,0,0,0,0,0,0,0,0,0,0,0
78UCUCRK99NMxKMSkZCMvNr313Aitxg2e7VNWAivFR6P,0,0,6581,2194,1535.8,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
8Fj54CXnnNT4rmQstvweKRpjD7NhW4XJkYN5JpFQ2TF9,0,0,50588,30434,21303.8,TRUE,0,,,,,0,0,1674,null,null,0,0,0,0,0,0,0,0,0,0,0
ArWLpgcbC6nGGirahJM8wkyo5B2p3vCiuThRTKuUwmuM,0,0,18083,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2tPGUj2utntUpwVCU5Bv1TZGHWpSZJiPvdheFzRDxCkt,0,0,0,1170,819,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DfCHMeHfRYMBQwMje5bLSqimMWXhArYoTomX2vRr6Ty9,0,0,0,6660,4662,FALSE,0,,,,,0,0,2,null,null,0,0,0,0,0,0,0,0,0,0,0
C11DGC2g4CxQDRxE9RpMhXoNoU2m4P1bzScow89ZzuW5,0,0,0,8613,6029.1,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CuQTrVP9S6AndurzudM6oGTfmRj4qYCg7T1dis2x9Zvh,0,0,100,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
Hn8FdKHpqTMBRgenbqKKHr5z2Hn1V9dekXGiWU7d1KR6,0,0,35517,7964,5574.8,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FLPdEawgnTLeDDtX8aZQhBzy4TYK5EKd2YKoYxvE8rUE,0,0,0,170,119,FALSE,0,,,,,0,0,23043,null,null,0,0,0,0,0,0,0,0,0,0,0
F95KV3PQZYa71EuAyE6Datq3wLeUwWijc8cdUAzgYx2D,0,0,0,5740.5,4018.4,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
ivnmNRRwgbkNiuW93pFWTL852BRvoB415RSUCEftbZF,0,0,0,62197,43537.9,FALSE,0,,,,,0,0,40072,null,null,0,0,0,0,0,0,0,0,0,0,0
253MdBV28r86HnUL9K5tMg746Bv9arNXLnWT7rjqxkWW,0,0,0,2035,1424.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
J5qZVbYQFGwTDC6ew3NMYjLgiGwWWEhbjPzmT2y1wztv,0,0,11112,1465,1025.5,TRUE,0,,,,,0,0,1465,null,null,0,0,0,0,0,0,0,0,0,0,0
4cr3zvect1gLLG4sFDCYJr5abBHcaoNsQi7WBVZZLbSc,0,0,38002,16592,11614.4,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2TVDDQzDhcRQrLL8xxK5HmVeGXj3tnZrAE49FnqjRnpJ,0,0,0,27322.5,19125.8,FALSE,0,,,,,0,0,39803,null,null,0,0,0,0,0,0,0,0,0,0,0
7dEHcPjm5u3ghorGStN6TirTvNednPhhmEjtfVrhehzv,0,0,75719,9455,6618.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
6bcnuPbVDknksYUV5u8VUkjwk6JdWguZ7EbkCWb34ktG,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5Y2emuCV3yAyBD1ZCvBuG4AzEg6fFYCGvizG8W5ReoEh,0,0,0,225,157.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
588y5KUy6oaqSgD9ALR6D8UVzK6DwyTiTQiht8TiLN1L,0,0,0,0,0,TRUE,0,,,,,0,0,532,null,null,0,0,0,0,0,0,0,0,0,0,0
H5iFukwM83NUXkY2gJJ1LTmVW33GawrrzbmNy9vmcd2g,0,0,5333,5263,3684.1,TRUE,0,,,,,0,0,82,null,null,0,0,0,0,0,0,0,0,0,0,5263
Epi29vEWt4UXLV4MUk2ekv4v61BxS1yGbWyxwMB46xBm,0,0,0,2785,1949.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
5g9ckdBoQLxCSfiCCU32ZrtNLW2w9cyu7iNSogUC5Nzp,0,0,0,7430,5201,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FceqDiyvfkxHtTN1QSKUDLJ6iY7VQHKbkARwcbUavq4W,0,0,1000,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FKWLj5nK8LV9mpWXqzFMRUBQ5jgNbpzHqrQ61UXmZK4N,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
7MjhkCynPmaDGzE2DkmkmCWTMJ6qrMxt6QxBnueMz4dm,0,0,4870,4867,3406.9,TRUE,0,,,,,0,0,1104,null,null,0,0,0,0,0,0,0,0,0,0,0
9Tftu1iJHwmth2QSp22QER4isFewT8RFK56tk79iJ3Ek,0,0,40,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
4TidbLDsddNzJ1bNjKKP5RBujBAwQkb5Ap7j62RMG4it,0,0,0,280,196,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
G2mZqeHFoEtQC6z5vrVETikfaFXYv7tBzS9Qqq2Rdyyy,0,0,1247,518,362.6,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3KPsUE8TF8Pb8UqHgmACYLHDrkBisR8JvgLmjHsct7s4,0,0,0,24603,17222.1,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
78614swbA2xWQmBr2gFxYpwMyGQ6o9C5ZwWkf5fZgCee,0,0,1245,1418,992.6,TRUE,0,,,,,0,0,6003,null,null,0,0,0,0,0,0,0,0,0,0,0
GDqRhkTEaUohLcsRJgdccQugH6xPvWnc6xEiADEZmapu,0,0,30655,2175,1522.5,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
BN242aJyhkuwPuxixyUgj3wYonZUDdtw9evCBDHDfHRp,0,0,1,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
NYApdCfTnpf23ZPgDKuGy7BfjHLrSdij14m3EKKrvVx,0,0,0,100,70,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
B26v8oLRoCd7GvsgRvQqNqzyT9aK5nR95Vohw3DE8X3J,0,0,2517,0,0,TRUE,0,,,,,0,0,2945,null,null,0,0,0,0,0,0,0,0,0,0,0
GryX8ViwN3fUUptcp5zXsxNJGGzLMuTSTYxWuzHFFCtV,0,0,0,2250,1575,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
CAyUN2HnWs2EKqJdFwcqPoH2NfNRz54uuvcHKiAL9mQt,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
66QM3g4F41zaZztQjnoNF3PmoEnv7mNsGowHi2MpQHqS,0,0,0,14418,10092.6,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
JAkdb713Gcdkr75GfAeZjrWocm2jnspeHYXjmExSqhZx,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
35WFoVsY84yDu2htaTC2WFBW7yMfsLTjKLgPDZGPmpjW,0,0,13802,8377,5863.9,TRUE,0,,,,,0,0,215,null,null,0,0,0,0,0,0,0,0,0,0,0
HXrTymzMrFRQFFrexaDjcakEgEfs88EJvKaA44jacpgT,0,0,0,8990,6293,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DibvTCFDPWnjiY1KtiuxxnJQiswEPPeZ4NFnnES52Ekm,0,0,0,398,278.6,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9fyRmY3yvSatBVadP27B63rzxgKTgjNAtqwaJnfgqQqE,0,0,0,9225,6457.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
66BjNoAEArMC7WwiTvvBQTaXfTgnq8F6fPnNrVSGdxN2,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2n3H2nqLTW4SXxsNgnXt945HjsQqxw1ow52V2t1PxCHJ,0,0,0,4405,3083.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
FB7m2iMB3MNoFE46wpfZRXp6wBx5FheZZEe2DrPyjthV,0,0,0,625,437.5,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
3enuFSFXJDjJKpMrTx6u89oJGxmRRKeSowSCCk7iZRbH,0,0,55,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
9VsvEyhGL35eckzggCCS66sGMGpgGmhikkwWFHmNb86y,0,0,0,0,0,TRUE,0,,,,,0,0,15315,null,null,0,0,0,0,0,0,0,0,0,0,0
3Efr7xvv6fbmYHt2kfiTPMrwQNmW364yVKVWid6qJX1Y,0,0,0,39245,27471.5,FALSE,0,,,,,0,0,1,null,null,0,0,0,0,0,0,0,0,0,0,0
3BKp6sca3V4uQfyGdPxs11mEQTEshG92qhGvoDsRjssZ,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
DjwmsBuJcwp8KmC2ZV7qHAaL44f7mjgtYLBQfFTURTCr,0,0,24811,5095,3566.5,TRUE,0,,,,,0,0,3850,null,null,0,0,0,0,0,0,0,0,0,0,0
2QE9cetztT82uEtMqsdczyra42KhqgkM4gnL265ohtrL,0,0,0,0,0,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
LoLSdwyYkhSStUzQhgjEQszgZiSe1DHr2SiNJL9qLQc,0,0,3030,0,0,TRUE,0,,,,,0,0,708,null,null,0,0,0,0,0,0,0,0,0,0,0
9n9FLygR54MN6PC2Vwdwu2GZw5cyEJLBWfFBN9ApRPTk,0,0,5014,4867,3406.9,TRUE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0
2prS3HfJLhqSzudJ5WmkvoCqHpLqvz4iGRpBVVxBSVh9,0,0,0,6260,4382,FALSE,0,,,,,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0